descriptor,Central_Asia,,,,,,,,,
,,,,,,,,,,
date,20181018,,,,,,,,,
SND2018101809313037,56.26906,30.562225,401.75757,79.53293,0.004570381,0.014745311,0.006562769,0.007539419,0.003931023,0.010543185
SND2018101809313038,56.27437,30.55367,402.3685,79.36271,0.00358327,0.012810173,0.00523705,0.006586487,0.003042929,0.009437243
SND2018101809313071,56.22969,30.6328,401.24222,76.42122,0.075869,0.07483582,0.08884032,0.035884757,0.07561248,0.037900656
SND2018101809313072,56.23557,30.624475,402.41864,77.1979,0.03148259,0.04500334,0.039296307,0.022017855,0.029961944,0.025390744
SND2018101809313073,56.241364,30.616215,405.56085,77.88738,0.14500313,0.108833276,0.16199355,0.051420134,0.14950544,0.050905533
SND2018101809313074,56.247135,30.607729,405.82132,77.54811,0.031022722,0.044622082,0.038763694,0.021838667,0.029501515,0.025221156
SND2018101809313075,56.252773,30.599283,403.94803,77.26777,0.012252993,0.026078733,0.01637872,0.013037149,0.011098202,0.016520666
SND2018101809313076,56.258335,30.590775,407.25394,77.88056,0.05689312,0.06336264,0.068027064,0.03058373,0.05585144,0.033244208
SND2018101809313077,56.26381,30.582228,406.7574,78.70865,0.05826415,0.06424106,0.06954605,0.03099085,0.057268824,0.0336067
SND2018101809313078,56.269123,30.573675,404.02905,78.82248,0.011054271,0.024571652,0.014887243,0.012312674,0.009958549,0.015763925
SND2018101809313101,56.224407,30.652773,403.19623,72.85103,0.046664115,0.056502104,0.056605004,0.027396109,0.04533611,0.030374845
SND2018101809313102,56.23028,30.644474,404.92886,73.411224,0.30473766,0.16720757,0.32257232,0.0776705,0.3266769,0.07139425
SND2018101809313103,56.236065,30.636244,403.75003,75.11189,0.30741185,0.16805439,0.32519662,0.078048274,0.32969457,0.0716789
SND2018101809313104,56.241833,30.627764,404.84775,76.499695,0.05529753,0.06232902,0.06625593,0.030104388,0.05420415,0.0328163
SND2018101809313105,56.247467,30.619328,408.57837,76.4913,0.06376715,0.06768231,0.075617485,0.032583687,0.06297514,0.035016816
SND2018101809313106,56.25303,30.610826,404.52023,76.74363,0.06732922,0.06984321,0.079527035,0.033582248,0.06668274,0.03589449
SND2018101809313107,56.258503,30.602285,403.5439,76.8128,0.01622613,0.03067678,0.02125184,0.015237669,0.01491492,0.018774897
SND2018101809313108,56.2638,30.593746,405.90604,77.28427,0.21092741,0.13516532,0.22931693,0.06331655,0.22179237,0.060379386
SND2018101809313132,56.224934,30.664537,392.60992,72.94279,0.29453918,0.16394892,0.3125485,0.07621607,0.31518114,0.07029599
SND2018101809313133,56.23072,30.656315,399.16544,71.29286,0.05818862,0.06419289,0.06946243,0.030968534,0.05719068,0.03358685
SND2018101809313136,56.2477,30.630901,407.70386,74.31405,0.046216577,0.05618815,0.056101356,0.027249882,0.04487862,0.030241823
SND2018101809313172,56.219574,30.684631,388.94162,75.8843,0.13253054,0.1033182,0.14902958,0.04891488,0.13600267,0.048862454
SND2018101809313173,56.225372,30.676386,389.48053,75.914024,0.30681905,0.16786695,0.32461506,0.07796466,0.32902554,0.07161591
SND2018101809313174,56.23115,30.66791,393.16895,74.14085,0.29008743,0.16251159,0.30816513,0.07557418,0.3101696,0.0698101
SND2018101809313178,56.253147,30.633905,404.39465,71.80846,0.050150797,0.05890592,0.060517006,0.028514652,0.048908006,0.03138822
SND2018101809313202,56.21426,30.704716,400.63214,79.877945,0.03347235,0.0466266,0.041594416,0.022780104,0.031958133,0.02610941
SND2018101809313203,56.220078,30.696444,395.65628,78.77489,0.037906483,0.05010392,0.04668093,0.024409506,0.036428515,0.027631387
SND2018101809313204,56.225872,30.687965,394.9717,77.64271,0.20312192,0.13225032,0.22143635,0.06200446,0.21316293,0.05935133
SND2018101809313205,56.23153,30.67953,394.18085,76.53284,0.13197178,0.10306612,0.14844678,0.048800245,0.13539928,0.04876852
SND2018101809313207,56.242607,30.662493,379.05905,73.27108,0.30961075,0.16874838,0.32735333,0.078357816,0.332177,0.071911946
SND2018101809313231,56.20305,30.733269,407.1052,82.04083,0.001198199,0.006799565,0.001896179,0.003584698,0.000960718,0.005730261
SND2018101809313234,56.22065,30.708008,404.39642,80.71363,0.009419712,0.022400338,0.012834162,0.011265766,0.008415109,0.014656
SND2018101809313235,56.22631,30.699574,400.6995,79.71252,0.016295256,0.03075228,0.021335792,0.015273684,0.014981802,0.018811282
SND2018101809313236,56.2319,30.691076,400.63153,78.058685,0.08254281,0.07857419,0.09606529,0.03760482,0.08262819,0.03938422
SND2018101809313237,56.237396,30.682539,400.05188,77.063896,0.05230841,0.060358178,0.062927835,0.029189534,0.051124945,0.031996183
SND2018101809313238,56.242725,30.674002,390.16364,76.319626,0.17537956,0.12148456,0.19324216,0.057148498,0.18263742,0.055511657
SND2018101809313271,56.197815,30.753307,405.34253,82.993355,0.000466424,0.003940663,0.000790464,0.00212278,0.000355929,0.00372875
SND2018101809313272,56.20375,30.744955,407.33682,82.47383,0.000615586,0.004626423,0.001022445,0.002476435,0.000476639,0.004231027
SND2018101809313274,56.215427,30.728052,407.45303,81.47745,0.001434583,0.007545597,0.002240775,0.003961668,0.001161162,0.006219959
SND2018101809313275,56.221092,30.719618,406.47906,81.41633,0.002701899,0.010880853,0.004030685,0.00563072,0.002260749,0.008298599
SND2018101809313276,56.226685,30.71112,405.1803,80.40327,0.005386887,0.01621542,0.007643452,0.008260014,0.004673413,0.011362734
SND2018101809313301,56.192554,30.773344,404.81512,83.79938,0.00046643,0.003940693,0.000790474,0.002122795,0.000355934,0.003728772
SND2018101809313302,56.198486,30.764994,404.04025,83.535614,0.000458835,0.003903461,0.000778529,0.002103528,0.000349836,0.003700994
SND2018101809313303,56.20436,30.756567,404.6209,83.27832,0.000483109,0.004021562,0.000816653,0.002164619,0.000369341,0.003788914
SND2018101809313304,56.21016,30.748093,405.12674,82.81704,0.000570064,0.004425419,0.000952133,0.002373003,0.000439617,0.004085549
SND2018101809313305,56.215824,30.73966,405.1661,82.34182,0.000755682,0.005208749,0.001236587,0.002775108,0.000591437,0.004645174
SND2018101809313306,56.221413,30.731165,408.12558,81.67613,0.001173614,0.006718546,0.00186007,0.003543664,0.000939983,0.005676412
SND2018101809313307,56.226913,30.72263,406.81775,81.354996,0.00215113,0.009537196,0.003262606,0.004961173,0.00177852,0.007480251
SND2018101809313331,56.187233,30.793379,403.15195,84.66331,0.000694507,0.004960618,0.001143469,0.002648013,0.000541158,0.004469974
SND2018101809313332,56.193172,30.78503,405.42456,84.034485,0.000703027,0.004995713,0.001156472,0.002666004,0.000548147,0.004494865
SND2018101809313333,56.19905,30.776606,406.17776,83.85781,0.000642643,0.004742927,0.001064056,0.002536303,0.000498712,0.004314731
SND2018101809313334,56.204853,30.768133,404.90103,83.67824,0.000566435,0.004409107,0.00094651,0.002364602,0.000436673,0.004073684
SND2018101809313335,56.21052,30.7597,405.52512,83.301315,0.00053113,0.004248059,0.000891672,0.002281585,0.000408076,0.003956019
SND2018101809313336,56.216114,30.751207,404.75314,83.046974,0.000563928,0.004397812,0.000942625,0.002358784,0.000434639,0.004065462
SND2018101809313337,56.22162,30.742674,405.1024,82.52032,0.000697913,0.00497467,0.001148668,0.002655217,0.000543952,0.004479944
SND2018101809313338,56.227036,30.734097,403.9372,82.19022,0.001049431,0.006297843,0.001676813,0.003330267,0.000835606,0.005394522
SND2018101809313371,56.18191,30.813416,404.01788,84.919365,0.000850858,0.005578543,0.001380392,0.00296408,0.000670083,0.004903035
SND2018101809313372,56.187855,30.805067,404.17966,84.73142,0.000976469,0.006040837,0.001568417,0.003199629,0.000774578,0.005220356
SND2018101809313373,56.193737,30.796644,405.24094,84.46984,0.001161905,0.006679707,0.001842853,0.003523985,0.000930115,0.005650547
SND2018101809313374,56.199543,30.788172,404.28885,84.28789,0.001192738,0.00678163,0.001888163,0.003575616,0.00095611,0.005718352
SND2018101809313375,56.205215,30.779743,406.03958,83.95578,0.00098692,0.006078136,0.001583978,0.003218601,0.000783305,0.005245728
SND2018101809313376,56.210815,30.77125,405.2617,83.790504,0.000751413,0.005191716,0.001230107,0.002766392,0.000587922,0.004633205
SND2018101809313377,56.216324,30.762718,404.86124,83.32715,0.000614937,0.004623603,0.001021445,0.002474985,0.00047611,0.004228995
SND2018101809313378,56.221745,30.75414,404.99207,83.11128,0.000588443,0.004507358,0.000980568,0.002415189,0.000454546,0.00414502
SND2018101809313401,56.176605,30.833447,404.16113,85.17885,0.001325122,0.007207147,0.002081762,0.003790841,0.001068108,0.005999137
SND2018101809313402,56.182556,30.8251,405.57526,84.93012,0.001132263,0.006580643,0.001799212,0.003473774,0.000905159,0.005584434
SND2018101809313403,56.18845,30.816675,404.32526,84.8531,0.001217792,0.00686363,0.001924916,0.003617132,0.000977258,0.005772746
SND2018101809313404,56.194267,30.808205,402.85934,84.5225,0.001630695,0.008125837,0.002523508,0.004253835,0.001328793,0.006593723
SND2018101809313405,56.199947,30.799774,402.68808,84.26966,0.002370045,0.010086876,0.003569428,0.005235502,0.001969499,0.00781781
SND2018101809313406,56.20556,30.791283,406.29883,84.24483,0.002525732,0.010464837,0.003786371,0.005423789,0.002105888,0.00804765
SND2018101809313407,56.211075,30.782751,405.2034,84.10449,0.001762916,0.008500511,0.002712725,0.004442055,0.00144242,0.006832053
SND2018101809313408,56.216503,30.774174,405.5676,83.81224,0.001079323,0.006400948,0.001721061,0.003382616,0.000860674,0.005463968
SND2018101809313431,56.17135,30.853466,403.3777,85.32877,0.004120912,0.013888619,0.005962007,0.007118206,0.003525244,0.010057639
SND2018101809313432,56.177303,30.845121,402.74463,85.105484,0.002470106,0.010330956,0.003708973,0.005357124,0.002057105,0.00796644
SND2018101809313433,56.1832,30.836699,403.22302,85.333565,0.001952362,0.009017275,0.002982055,0.004701119,0.001605997,0.007157144
SND2018101809313434,56.18902,30.828228,402.806,84.50258,0.001528835,0.007828379,0.002376987,0.004104164,0.001241586,0.006402849
SND2018101809313435,56.194706,30.819801,400.08698,83.72632,0.001807053,0.008622919,0.002775651,0.004503476,0.001480451,0.006909428
SND2018101809313436,56.200317,30.81131,401.1053,83.473816,0.003008017,0.011577453,0.004452518,0.005976527,0.002531091,0.008714309
SND2018101809313437,56.20584,30.802778,400.32678,84.281265,0.006948437,0.01878653,0.009678588,0.009514211,0.006109139,0.012759396
SND2018101809313438,56.211277,30.794203,403.23413,84.33563,0.007573324,0.01974561,0.01048325,0.009980263,0.006688682,0.013269757
SND2018101809313472,56.172047,30.865143,405.1331,85.38121,0.013155541,0.027172726,0.017494654,0.013562004,0.011960178,0.017064167
SND2018101809313473,56.177948,30.856722,403.12836,85.10864,0.005100744,0.015711684,0.007266183,0.008013402,0.004412524,0.011083761
SND2018101809313474,56.183773,30.848253,400.23022,85.344986,0.003675006,0.012998781,0.005361277,0.006679604,0.003124972,0.009546522
SND2018101809313475,56.189465,30.839827,399.55933,85.21862,0.007395927,0.01947685,0.010255329,0.009849756,0.006523895,0.013127286
SND2018101809313476,56.19508,30.831337,393.8576,83.79716,0.002041788,0.009253826,0.00310852,0.004819508,0.001683507,0.007304627
SND2018101809313478,56.206043,30.814232,390.9645,83.7598,0.00611261,0.017444735,0.008593952,0.008860588,0.005338277,0.012035962
SND2018101809313504,56.17848,30.868277,401.92352,85.11704,0.015567117,0.029950112,0.020450188,0.014890822,0.014278086,0.018423695
SND2018101809313505,56.184166,30.859852,405.15402,85.24945,0.006257488,0.017682616,0.008782691,0.008976607,0.00547152,0.012165056
SND2018101809313506,56.18978,30.851362,403.9186,85.125565,0.004267257,0.014171697,0.006158111,0.007257498,0.003657122,0.010218764
SND2018101809313507,56.195305,30.842834,400.09003,85.53257,0.004927555,0.015400989,0.007037098,0.007861145,0.004254988,0.010910756
SND2018101809313508,56.20074,30.83426,393.22458,84.559685,0.002573165,0.010578021,0.003852269,0.005480119,0.00214753,0.008116131
SND2018101809313536,56.184452,30.871387,398.43555,84.43094,0.020679398,0.03529445,0.02661168,0.017434442,0.019251581,0.020967407
SND2018101809313537,56.18998,30.862862,403.8756,85.335365,0.007898673,0.02023171,0.010900267,0.010216137,0.006991429,0.013526412
SND2018101809313538,56.19542,30.854288,404.6808,85.2639,0.004541964,0.014692234,0.006524919,0.007513351,0.003905306,0.01051328
SND2018101809313578,56.190094,30.874317,397.5939,84.63152,0.03186592,0.04531936,0.039739843,0.022166334,0.030346012,0.025531081
SND2018101809313634,56.157078,30.948292,399.92807,85.28505,0.025686052,0.040008143,0.032538317,0.019665195,0.024185944,0.023143431
SND2018101809313676,56.163048,30.951355,402.38995,86.077896,0.12717497,0.10088323,0.14343622,0.047807112,0.13022482,0.047953084
SND2018101809313708,56.168728,30.954268,405.25607,85.77442,0.22111505,0.13890238,0.2395709,0.064997025,0.23308055,0.0616905
